"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","docw","doch","responses","q1film","q2music","q3food","view_history","key_press","partner","test_part","trial_no","correct_response","intime","condition","amounta","amountb","colora","colorb","computeramount","cooperate","yourpayout","yourcolor","computerpayout","computercolor","xposfinal","yposfinal","xposstore","yposstore","timestamp","noofpartners","chose1","chose2","chose3","chose4","chose5","chose1_ind","chose2_ind","chose3_ind","chose4_ind","chose5_ind","group_chosen","group_notchosen","partner_accept","partner_reject","partner_accept_task1","a_top_no","a_bottom_no","b_top_no","b_bottom_no","outside_no","ownamount","defected"
"17865","<div><img src='svgavatars/ready-avatars/partner_auto.png'></img><br><br></div><p>The partner you have been matched with is: <b>Player 11</b>.<br><br> Click the button below to read the instructions for the task that follows.<br><br></p>","0","html-button-response","10","44622","0.0-0.0-10.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","<p>As described earlier, in this task your partner will first make a choice. You will then have to make a choice between two options. A reminder that your partner will not see which choice you make.<br><br>To complete your task you must:<br>1. Click the <i>start</i> button<br>2. <i>Move the mouse cursor</i> out of the grey box to reveal your two options<br>3. Use the mouse to <i>click</i> on your choice<br><br> Before you begin the task, you and your partner have several rounds for practice. These are to make you familiar with the task and you are not able to earn points in them.<br><br> Click the button below to begin the practice session.</p>","0","html-button-response","11","46348","0.0-0.0-11.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div><img src='svgavatars/ready-avatars/partner_auto.png'></img><br><br></div><div class='float: center;'><img src='img/waiting.gif'></img></div><br>Please wait while your partner makes their choice...","","html-keyboard-response","12","48851","0.0-1.0-0.0-0.0","eb4p80","1127","734","","","","","","null","svgavatars/ready-avatars/partner_auto.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613","","1","html-button-response","13","50215","0.0-1.0-0.0-1.0","eb4p80","1127","734","","","","","","","","1_start_click","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","14","50360","0.0-1.0-0.0-3.0","eb4p80","1127","734","","","","","","","","2_start_leave","5","true","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"970","","0","html-button-response","15","51332","0.0-1.0-0.0-5.0","eb4p80","1127","734","","","","","","","","3_choice","5","","","-2","250","350","#ffaa00","#0064ff","350","false","250","#ffaa00","0","#0064ff","85","100","579,586,588,588,557,557,509,476,476,454,454,428,410,410,392,392,380,380,372,364,364,346,330,330,312,312,295,295,282,269,269,253,240,240,226,226,202,188,188,176,176,161,151,151,142,142,133,128,128,124,124,120,118,118,115,115,113,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,109,106,106,100,93,93,89,87,87,85,85,85,85,85,85,85,85,85,85,85,85","534,499,431,431,317,317,243,207,207,182,182,159,145,145,132,132,125,125,120,116,116,111,105,105,101,101,97,97,95,92,92,88,88,88,87,87,89,93,93,96,96,100,104,104,107,107,109,109,109,109,109,109,109,109,109,109,109,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,107,104,104,103,101,101,100,100,100,100,100,100,100,100,100,100,100,100","12,21,34,42,51,62,72,82,92,101,112,122,132,142,151,162,172,181,192,203,212,222,233,242,252,261,272,281,292,301,312,321,331,342,352,362,372,382,392,401,412,422,433,442,452,462,472,482,492,502,512,521,532,542,551,562,572,582,592,602,612,622,632,642,652,679,683,692,702,712,722,732,742,752,764,771,782,792,802,812,822,834,842,853,862,872,881,892,905,912,922,931,942,952,962","","","","","","","","","","","","","","","","","","","","","","",""
"704","<table>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/eb4p80.png""></img> </td>                <th>Your choice</th><td>=</td>                <td style = ""background-color: #ffaa00""><b>250<b></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/partner_auto.png""></img> </td>                <th>Your partners choice</th><td>=</td>                <td style = ""background-color: #0064ff;""><b>350<b></td></tr>              <tr><th></th> <td></td> <td></td><td></td></tr>              <tr style= ""border-bottom: 1px solid black;border-top: 1px solid black;"">                <th style=""color:red"">REWARDS</th><td></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr>                <th style = ""font-size: 30px;"">You</th>                <td style = ""font-size: 30px;""><b>250<b></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr>                <th style = ""font-size: 30px;"">Your partner</th>                <td style = ""font-size: 30px;""><b>0<b></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>            </table>","","html-keyboard-response","16","54837","0.0-1.0-1.0","eb4p80","1127","734","","","","","","73","","4_feedback_auto","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"793","<p>You have finished the practice rounds. <br><br>Now, in the task that follows, you have the opportunity to earn points and earn money. At the end of the experiment one round will be randomly selected from this task and you will be paid an amount of money equivalent to the points you earned in that round. The more points you earn, the greater your payout.<br><br>When you are ready, click the button to begin the task with your assigned partner.<br><br>","0","html-button-response","17","56132","0.0-2.0-0.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div><img src='svgavatars/ready-avatars/partner_auto.png'></img><br><br></div><div class='float: center;'><img src='img/waiting.gif'></img></div><br>Please wait while your partner makes their choice...","","html-keyboard-response","18","58634","0.0-3.0-0.0-0.0","eb4p80","1127","734","","","","","","null","svgavatars/ready-avatars/partner_auto.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"484","","1","html-button-response","19","59871","0.0-3.0-0.0-1.0","eb4p80","1127","734","","","","","","","","1_start_click","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","20","59960","0.0-3.0-0.0-3.0","eb4p80","1127","734","","","","","","","","2_start_leave","6","true","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513","","0","html-button-response","21","60473","0.0-3.0-0.0-5.0","eb4p80","1127","734","","","","","","","","3_choice","6","","","-2","350","250","#00ff7f","#ffaa00","350","true","350","#00ff7f","350","#00ff7f","264","96","775,791,791,796,796,796,786,786,754,708,708,644,644,562,472,472,400,400,353,327,327,310,310,307,304,304,301,301,295,282,282,260,260,253,247,247,247,247,248,254,254,258,261,261,263,263,264,264,264,264,264","519,451,451,363,283,283,212,212,156,142,142,140,140,156,173,173,186,186,196,201,201,202,202,204,204,204,204,204,193,179,179,156,156,150,142,142,139,139,129,118,118,104,99,99,96,96,96,96,96,96,96","11,20,30,40,50,60,71,81,90,100,111,120,131,141,150,161,171,180,190,200,211,221,231,241,251,260,271,280,291,300,310,320,331,341,350,361,371,380,390,400,410,421,430,441,450,460,471,481,490,501,511","","","","","","","","","","","","","","","","","","","","","","",""
"null","<table>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/eb4p80.png""></img> </td>                <th>Your choice</th><td>=</td>                <td style = ""background-color: #00ff7f""><b>350<b></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/partner_auto.png""></img> </td>                <th>Your partners choice</th><td>=</td>                <td style = ""background-color: #00ff7f;""><b>350<b></td></tr>              <tr><th></th> <td></td> <td></td><td></td></tr>              <tr style= ""border-bottom: 1px solid black;border-top: 1px solid black;"">                <th style=""color:red"">REWARDS</th><td></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr>                <th style = ""font-size: 30px;"">You</th>                <td style = ""font-size: 30px;""><b>350<b></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr>                <th style = ""font-size: 30px;"">Your partner</th>                <td style = ""font-size: 30px;""><b>350<b></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>            </table>","","html-keyboard-response","22","63977","0.0-3.0-1.0","eb4p80","1127","734","","","","","","null","","4_feedback_auto","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div><img src='svgavatars/ready-avatars/partner_auto.png'></img><br><br></div><div class='float: center;'><img src='img/waiting.gif'></img></div><br>Please wait while your partner makes their choice...","","html-keyboard-response","23","66481","0.0-3.0-0.1-0.1","eb4p80","1127","734","","","","","","null","svgavatars/ready-avatars/partner_auto.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"547","","1","html-button-response","24","67781","0.0-3.0-0.1-1.1","eb4p80","1127","734","","","","","","","","1_start_click","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","25","67959","0.0-3.0-0.1-3.1","eb4p80","1127","734","","","","","","","","2_start_leave","7","true","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"476","","0","html-button-response","26","68438","0.0-3.0-0.1-5.1","eb4p80","1127","734","","","","","","","","3_choice","7","","","-2","300","400","#ffaa00","#00ff7f","400","false","300","#ffaa00","0","#00ff7f","279","88","774,776,776,783,784,784,749,749,712,644,644,576,576,524,476,476,447,426,426,421,421,419,419,416,404,404,386,386,365,340,340,300,284,284,280,280,280,280,279,279,279,279,279,279,279,279,279","561,541,541,503,415,415,305,305,248,177,177,124,124,110,102,102,97,95,95,95,95,95,95,95,95,95,92,92,89,85,85,83,86,86,87,87,88,88,88,88,88,88,88,88,88,88,88","11,21,31,41,51,60,70,81,90,100,110,120,131,140,151,160,170,182,190,200,210,220,230,241,251,260,271,281,290,300,310,320,332,340,350,360,370,380,390,400,410,420,430,440,451,460,470","","","","","","","","","","","","","","","","","","","","","","",""
"null","<table>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/eb4p80.png""></img> </td>                <th>Your choice</th><td>=</td>                <td style = ""background-color: #ffaa00""><b>300<b></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/partner_auto.png""></img> </td>                <th>Your partners choice</th><td>=</td>                <td style = ""background-color: #00ff7f;""><b>400<b></td></tr>              <tr><th></th> <td></td> <td></td><td></td></tr>              <tr style= ""border-bottom: 1px solid black;border-top: 1px solid black;"">                <th style=""color:red"">REWARDS</th><td></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr>                <th style = ""font-size: 30px;"">You</th>                <td style = ""font-size: 30px;""><b>300<b></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>              <tr>                <th style = ""font-size: 30px;"">Your partner</th>                <td style = ""font-size: 30px;""><b>0<b></td><td></td><td><br></td></tr>              <tr><th></th> <td></td> <td></td><td><br></td></tr>            </table>","","html-keyboard-response","27","71942","0.0-3.0-1.1","eb4p80","1127","734","","","","","","null","","4_feedback_auto","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"892","<p>You have finished the first part of this task.<br><br>Now, before you complete the remainder, you have an opportunity to select partners you would like to play with. Once you have made your decision, we will re-match you with a partner who you will complete the task with.<br><br>When you are ready, click the button to choose your partners.<br><br></p>","0","html-button-response","28","73338","0.0-4.0-0.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2423","","","survey-multi-select","29","76765","0.0-4.0-1.0","eb4p80","1127","734","{""Q0"":[""<br><img style='width:200; float:left' src='svgavatars/ready-avatars/partner4.png'></img><p style='font-size:14'><b>Film</b>: Reality tv like The Great British Bake Off and Naked Attractions. I'm obsessed with Love Island at the moment.<br><b>Music</b>: I'm always making pop playlists full of things like George Ezra and Ariana Grande.<br><b>Food</b>: Healthy eating in the week, prosecco at the weekend<br><br><br>""]}","","","","","","","","","","","","","","","","","","","","","","","","","","","1","false","false","false","true","false","0","0","0","1","0","4","1,2,3,5","4","2","4","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button><br><br><br>Please wait while other participants make their partner choices and you are matched...","","html-keyboard-response","30","79767","0.0-4.0-2.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button><br><br><br>Please wait while other participants make their partner choices and you are matched...","","html-keyboard-response","31","82269","0.0-4.0-3.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button><br><br><br>Please wait while other participants make their partner choices and you are matched...","","html-keyboard-response","32","84271","0.0-4.0-4.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button><br><br><br>Please wait while other participants make their partner choices and you are matched...","","html-keyboard-response","33","86273","0.0-4.0-5.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1342","The partner you have been matched with is: <b> Partner 14</b>.<br><br><div><img src='svgavatars/ready-avatars/partner4.png'></img><br><br></div><br><b>Congratulations!!!</b> You are matched: you are each one of the other's top 3 favourites.<br><br>Because each of you was in the other's top three favourite partners, you've been assigned to play with Partner 14. To proceed you will need to finish the task together.<br><br>Click the button below to proceed.<br><br>","0","html-button-response","34","88623","0.0-4.0-6.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"689","The partner you have been matched with is: <b> Partner 14</b>.<br><br><div><img src='svgavatars/ready-avatars/partner4.png'></img><br><br></div><b>Sorry!! You are not matched: you are not one of your partner's top three favourites.<br><br>But because no other participant chose you as one of their top three favourite partners, you've been assigned to play with Partner 14. To proceed, you will need to finish the task together.<br><br>Click the button below to proceed.<br><br>","0","html-button-response","35","90316","0.0-4.0-7.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"709","<p>The remainder of this task involves the same procedure as before.<br><br>The only difference is that now you are playing with the new partner you have been matched with.<br><br>Click the button below to begin.</p>","0","html-button-response","36","92028","0.0-4.0-8.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div><img src='svgavatars/ready-avatars/partner4.png'></img><br><br></div><div class='float: center;'><img src='img/waiting.gif'></img></div><br>Please wait while your partner makes their choice...","","html-keyboard-response","37","95051","0.0-5.0-0.0-0.0","eb4p80","1127","734","","","","","","null","svgavatars/ready-avatars/partner_auto.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","null","html-button-response","38","98803","0.0-5.0-0.0-1.0","eb4p80","1127","734","","","","","","","","1_start_click","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30811","","1","html-button-response","39","129615","0.0-5.0-0.0-2.0-0.0","eb4p80","1127","734","","","","","","","","1_start_click_prompt","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","40","129858","0.0-5.0-0.0-3.0","eb4p80","1127","734","","","","","","","","2_start_leave","9","true","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654","","0","html-button-response","41","130514","0.0-5.0-0.0-5.0","eb4p80","1127","734","","","","","","","","3_choice","9","","","-2","350","450","#ffaa00","#0064ff","450","false","350","#ffaa00","0","#0064ff","257","118","783,746,746,688,622,622,605,605,597,594,594,591,591,590,589,589,587,587,583,576,576,553,553,532,510,510,486,486,467,445,445,423,423,404,388,388,368,368,356,346,346,336,336,324,311,311,292,292,275,261,261,256,256,253,253,253,254,254,255,256,256,257,257,257,257","553,468,468,348,203,203,167,167,156,154,154,153,153,153,153,153,158,158,165,172,172,184,184,193,199,199,200,200,195,186,186,177,177,174,171,171,167,167,164,160,160,156,156,150,140,140,135,135,130,125,125,122,122,119,119,119,119,119,118,118,118,118,118,118,118","11,21,31,41,50,61,71,81,91,101,111,121,131,140,150,161,170,181,191,200,211,221,231,240,250,261,271,281,291,300,311,321,331,341,350,361,371,380,391,400,411,421,431,441,450,461,471,481,491,501,511,520,531,541,550,561,571,580,591,600,612,621,631,641,651","","","","","","","","","","","","","","","","","","","","","","",""
"null","<table>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/eb4p80.png""></img> </td>               <th>Your choice</th><td>=</td>               <td style = ""background-color: #ffaa00""><b>350<b></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr><td>  <img width=""130"" src=""svgavatars/ready-avatars/partner4.png""></img> </td>               <th>Your partners choice</th><td>=</td>               <td style = ""background-color: #0064ff;""><b>450<b></td></tr>             <tr><th></th> <td></td> <td></td><td></td></tr>             <tr style= ""border-bottom: 1px solid black;border-top: 1px solid black;"">               <th style=""color:red"">REWARDS</th><td></td><td></td><td><br></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr>               <th style = ""font-size: 30px;"">You</th>               <td style = ""font-size: 30px;""><b>350<b></td><td></td><td><br></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr>               <th style = ""font-size: 30px;"">Your partner</th>               <td style = ""font-size: 30px;""><b>0<b></td><td></td><td><br></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>           </table>","","html-keyboard-response","42","134018","0.0-5.0-1.0","eb4p80","1127","734","","","","","","null","","4_feedback_choice","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div><img src='svgavatars/ready-avatars/partner4.png'></img><br><br></div><div class='float: center;'><img src='img/waiting.gif'></img></div><br>Please wait while your partner makes their choice...","","html-keyboard-response","43","136522","0.0-5.0-0.1-0.1","eb4p80","1127","734","","","","","","null","svgavatars/ready-avatars/partner_auto.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346","","1","html-button-response","44","137620","0.0-5.0-0.1-1.1","eb4p80","1127","734","","","","","","","","1_start_click","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","45","137675","0.0-5.0-0.1-3.1","eb4p80","1127","734","","","","","","","","2_start_leave","10","true","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421","","2","html-button-response","46","138097","0.0-5.0-0.1-5.1","eb4p80","1127","734","","","","","","","","3_choice","10","","","-2","450","350","#00ff7f","#ffaa00","450","false","350","#ffaa00","0","#00ff7f","1278","82","776,840,840,924,1024,1024,1106,1106,1172,1230,1230,1246,1246,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1251,1259,1270,1270,1277,1277,1278,1278,1278,1278,1278,1278,1278,1278","546,490,490,399,303,303,230,230,172,128,128,114,114,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,102,89,89,83,83,82,82,82,82,82,82,82,82","10,20,30,40,51,61,70,81,91,100,111,122,131,140,150,160,171,180,191,201,211,220,230,241,250,260,270,282,291,300,311,321,330,341,350,361,371,381,391,401,410","","","","","","","","","","","","","","","","","","","","","","",""
"null","<table>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr><td> <img width=""130"" src=""svgavatars/ready-avatars/eb4p80.png""></img> </td>               <th>Your choice</th><td>=</td>               <td style = ""background-color: #ffaa00""><b>350<b></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr><td>  <img width=""130"" src=""svgavatars/ready-avatars/partner4.png""></img> </td>               <th>Your partners choice</th><td>=</td>               <td style = ""background-color: #00ff7f;""><b>450<b></td></tr>             <tr><th></th> <td></td> <td></td><td></td></tr>             <tr style= ""border-bottom: 1px solid black;border-top: 1px solid black;"">               <th style=""color:red"">REWARDS</th><td></td><td></td><td><br></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr>               <th style = ""font-size: 30px;"">You</th>               <td style = ""font-size: 30px;""><b>350<b></td><td></td><td><br></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>             <tr>               <th style = ""font-size: 30px;"">Your partner</th>               <td style = ""font-size: 30px;""><b>0<b></td><td></td><td><br></td></tr>             <tr><th></th> <td></td> <td></td><td><br></td></tr>           </table>","","html-keyboard-response","47","141601","0.0-5.0-1.1","eb4p80","1127","734","","","","","","null","","4_feedback_choice","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"631","<p>Well done. You have reached the end of Task 1.<br><br>If you would like to take a short break, please do so now.<br><br></p>Please click the button below to proceed to the second and final task.<br><br></p>","0","html-button-response","48","142733","0.0-6.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8253","","","instructions","49","151987","0.0-7.0-0.0","eb4p80","1127","734","","","","","[{""page_index"":0,""viewing_time"":738},{""page_index"":1,""viewing_time"":1453},{""page_index"":2,""viewing_time"":1630},{""page_index"":3,""viewing_time"":988},{""page_index"":4,""viewing_time"":1386},{""page_index"":5,""viewing_time"":759},{""page_index"":6,""viewing_time"":502},{""page_index"":7,""viewing_time"":797}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button><br><br><br>Please wait while we gather participants together and group you into teams...","","html-keyboard-response","50","154489","0.0-7.0-1.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button><br><br><br>Please wait while we gather participants together and group you into teams...","","html-keyboard-response","51","156698","0.0-7.0-2.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:white; width: 40px; height: 40px""></button><br><br><br>Please wait while we gather participants together and group you into teams...","","html-keyboard-response","52","159701","0.0-7.0-3.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button> <button class=""jspsych-btn"" style=""background-color:green; width: 40px; height: 40px""></button><br><br><br>Please wait while we gather participants together and group you into teams...","","html-keyboard-response","53","162202","0.0-7.0-4.0","eb4p80","1127","734","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684","<div><img src='svgavatars/ready-avatars/partner_auto_2.png'></img><br><br></div><p>The partner you have been matched with is: <b>Player 4</b>.<br><br> Click the button below to read the instructions for the task that follows.<br><br></p>","0","html-button-response","54","163890","0.0-7.0-5.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"735","<p>As described earlier, in this task your partner will first make a choice. You will then have to make a choice between two options. A reminder that your partner will not see which choice you make.<br><br>To complete your task you must:<br>1. Click the <i>start</i> button<br>2. <i>Move the mouse cursor</i> out of the grey box to reveal your two options<br>3. Use the mouse to <i>click</i> on your choice<br><br> Before you begin the task, you and your partner have several rounds for practice. These are to make you familiar with the task and you are not able to earn points in them.<br><br> Click the button below to begin the practice session.</p>","0","html-button-response","55","165630","0.0-7.0-6.0","eb4p80","1127","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<table>           <tr><th></th><td></td><td></td><th colspan = ""3"">Please wait while your partner chooses between option A or B...<br><br></th><td></td></tr>           <tr><th></th><td></td><td></td><th colspan = ""3""><div class=""float: center;""><img src=""img/waiting.gif""></img></div><br></th><td></td></tr>           <tr><th></th><td></td><td></td><th>A</th><td></td><th>B</th></tr>             <tr><th>Partner payoff</th><td> <img width=""130"" src=""svgavatars/ready-avatars/partner_auto_2.png""></img> <br> </td>               <td></td><td style = ""font-size: 35px;background-color:#0064ff; border-bottom: 5px solid black;solid black;""><b>600<b></td>               <td></td><td style = ""font-size: 35px;background-color:#00ff7f; border-bottom: 5px solid black;solid black;""><b>500<b></td></tr>             <tr><th>Your payoff</th><td> <img width=""130"" src=""svgavatars/ready-avatars/eb4p80.png""></img> </td>               <td></td><td style = ""font-size: 35px;background-color:#0064ff""><b>0<b></td>               <td></td> <td style = ""font-size: 35px;background-color:#00ff7f;""><b>500<b></td></tr>          </table>","","html-keyboard-response","56","172134","0.0-8.0-0.0-0.0","eb4p80","1127","734","","","","","","null","","trust_partner_choosing","2222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"487","","1","html-button-response","57","173125","0.0-8.0-0.0-1.0","eb4p80","1127","734","","","","","","","","1_start_click","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","58","173426","0.0-8.0-0.0-2.0","eb4p80","1127","734","","","","","","","","2_start_leave","7","true","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
